track_id,Song,Artists,Album,length,time_signature,danceability,acousticness,energy,tempo,instrumentalness,loudness,liveness,key,valence,speechiness,mode,Popularity,favorite
2rIHvbvMbiQ2pjotR2rZpX,IF I DIE RIGHT NOW,['Mozzy'],IF I DIE RIGHT NOW,161921,4,0.518,0.164,0.569,79.223,0.0,-5.566,0.376,11.0,0.125,0.491,1,51.0,0
2K8bary0cLmR4lZgmgFKUm,Fell asleep,"['RJMrLA', 'DJ Drama', 'Blxst']",OMMIO Grillz,163136,1,0.548,0.0725,0.48,91.632,1.36e-05,-8.39,0.144,11.0,0.382,0.348,0,41.0,0
1NrnZgvRMMSCvJzu9Qjr45,Spirit (feat. 03 Greedo),"['ASM Bopster', '03 Greedo']",Sir CEO,184852,4,0.578,0.118,0.409,97.561,0.0,-11.054,0.175,8.0,0.17,0.425,1,0.0,0
6I2Gk65WZJAqQJgAXDMrIM,Flamin' Hot,"['DaBoii', 'Young Slo-Be']",NO BAIL,142000,4,0.789,0.00552,0.623,96.021,5.08e-06,-8.676,0.095,1.0,0.485,0.176,1,46.0,0
0jn0tCVayrQqg9zvzn0PFr,Glock's & AK's,['Rob Vicious'],Glock's & AK's,134932,4,0.756,0.349,0.601,92.506,9.69e-06,-9.595,0.124,7.0,0.543,0.416,1,27.0,0
74Fqn1olHLrMlL6deu4ExE,Chops on the Blade,"['Larry June', 'Cardo']",Chops on the Blade,212155,4,0.764,0.0885,0.587,90.493,0.018,-9.616,0.0892,11.0,0.201,0.21,0,56.0,0
5QfAihxGOiFUoD9zzz92x3,Rollin,['22nd Jim'],Rollin,124266,4,0.807,0.127,0.758,94.011,0.0,-5.536,0.116,8.0,0.921,0.195,1,37.0,0
0vQkcuwAFnIuYmIQRCYNA8,Get Me Litt,"['Tyga', 'YG']",Hit Me When U Leave The Klub: The Playlist,136856,4,0.682,0.036,0.584,98.9,0.0,-7.92,0.129,4.0,0.677,0.318,1,57.0,0
05pTIcFoJc2Sd5gULTUR1t,Gangsta Boogie,['Zoe Osama'],Gangsta Boogie,234945,4,0.864,0.0471,0.709,100.957,8.07e-05,-6.717,0.0688,2.0,0.349,0.264,1,51.0,0
3qINPOfejlN331MAmdz0XK,Top,"['Baby Stone Gorillas', 'Gotdamnitdupri', 'Saviii 3rd']",GOTDAMNIT BABYSTONES 2,156996,4,0.925,0.0219,0.332,103.922,0.0,-13.495,0.101,5.0,0.52,0.382,0,36.0,0
6CgABqVIcFh12r257y2jey,Pressure,['G Perico'],Pressure,169368,4,0.804,0.0145,0.396,202.114,0.00465,-11.861,0.0995,5.0,0.84,0.11,1,42.0,0
5Y7lki1OedcDX59E8r1VMt,1234,['1takejay'],1234,131765,4,0.936,0.00126,0.466,102.021,0.0,-7.925,0.118,11.0,0.278,0.321,0,41.0,0
41LpHD55TiX85sDovbsgsK,Yo Baby Mama Ugly,['Haiti Babii'],Yo Baby Mama Ugly,125733,4,0.926,0.125,0.706,99.97,0.0,-7.542,0.236,6.0,0.707,0.265,1,39.0,0
1UV019623AbYfbqjiBMrCP,Cruisin In LA,"['YeloHill', 'Steelz']",Cruisin In LA,162500,4,0.828,0.233,0.735,96.044,1.06e-06,-7.407,0.129,10.0,0.56,0.23,0,39.0,0
1NZsaTXHZ8OrNoHavqQHjx,Misunderstood,"['Big Sad 1900', '03 Greedo']",Misunderstood,316536,4,0.781,0.0145,0.843,91.049,2.28e-05,-4.788,0.944,4.0,0.548,0.277,1,46.0,0
0qbnL8Zm0Plstxefrp3pwM,9AM,"['Jay Worthy', 'Kamaiyah', 'Harry Fraud']",9AM,185060,4,0.612,0.512,0.635,165.598,0.0,-5.379,0.0544,1.0,0.512,0.307,1,45.0,0
6EVKc55QmVwABXU7cnH7DL,Only Problem (feat. 03 Greedo),"['R3 DA Chilliman', '03 Greedo']",Only Problem (feat. 03 Greedo),219888,4,0.8,0.0414,0.645,89.546,0.0,-6.187,0.101,1.0,0.218,0.261,0,48.0,0
0ckvEKO1wqkIUQtFQc8gB7,Here I Go Again,['DaBoii'],NO BAIL,168619,4,0.65,0.0347,0.521,91.396,0.0,-5.914,0.104,9.0,0.344,0.413,1,50.0,0
4mkguQG08ITzkOuwxEEhDt,child of GOD,"['Blxst', 'Remble']",child of GOD,174249,1,0.477,0.629,0.722,93.385,0.0,-6.42,0.28,6.0,0.365,0.397,0,56.0,0
7kBe0MvuSawtc6DcL2zfdz,Heat Warning,['Kamaiyah'],Heat Warning,148031,4,0.833,0.0197,0.46,93.004,0.0,-7.682,0.173,10.0,0.565,0.248,0,39.0,0
5CjiZexEFaXvgumNLBz8RZ,Bussn Heads,"['AzChike', 'MoneySign Suede']",Born to Be Important,131424,4,0.902,0.193,0.434,94.49,0.0,-9.273,0.0843,11.0,0.32,0.247,0,41.0,0
4E1u837bZx5Oqg0KqMtxoI,Wanna Win (feat. 03 Greedo),"['22nd Jim', '03 Greedo']",Sleeve Music,149677,4,0.55,0.041,0.671,94.23,0.0,-5.474,0.361,2.0,0.291,0.0769,0,41.0,0
2nj3qkZhNhm9c82lFbZSFB,Flashlight,"['Rucci', 'Bankroll Got It', 'Saviii 3rd']",Flashlight,133071,4,0.868,0.323,0.617,98.963,0.0,-8.289,0.168,6.0,0.576,0.289,1,40.0,0
3CyMDd2MLUwAa0nQoScVYC,Games (feat. 03 Greedo & Bino Rideaux),"['OHGEESY', '03 Greedo', 'Bino Rideaux']",Games (feat. 03 Greedo & Bino Rideaux),169412,4,0.831,0.0134,0.39,101.978,1.04e-05,-9.31,0.132,8.0,0.292,0.0873,1,47.0,0
1XkYQTEznERxX1SF7fIRBQ,Color Blind,"['G Perico', 'Gotdamnitdupri']",Color Blind,149952,4,0.625,0.000372,0.429,204.942,0.0232,-10.185,0.194,10.0,0.152,0.0699,0,41.0,0
1zOseucqy7fYWeVGn2Lmh4,Pleasures,"['TeeFLii', 'Dom Kennedy']",I Love Stocker,187089,4,0.794,0.406,0.564,99.012,0.0,-4.969,0.413,5.0,0.673,0.0671,0,42.0,0
4Z6YkvTUHzGfbVRP5ucOBA,Pull Up (feat. Ty Dolla $ign),"['Jay Worthy', 'Kamaiyah', 'Harry Fraud', 'Ty Dolla $ign']",THE AM3RICAN DREAM,151710,4,0.825,0.136,0.806,96.51,0.0,-4.532,0.11,8.0,0.626,0.243,1,41.0,0
3a3Tz1TtYuwTJMqbc6IeD1,Say Luv,"['22nd Jim', 'Larry June']",Say Luv,140075,4,0.756,0.0312,0.782,93.995,0.00211,-5.982,0.242,10.0,0.636,0.251,0,53.0,0
