track_id,duration_ms,time_signature,danceability,acousticness,energy,tempo,instrumentalness,loudness,liveness,key,valence,speechiness,mode
7j4xf3LLFtAupXBAxgIde2,4,0.62,0.149,0.689,156.042,0.0,-4.572,0.0849,172280,8,0.808,0.217,0
5udkv8BEG1sAN5ZtR6CAzv,4,0.513,0.118,0.689,170.832,0.0,-5.369,0.147,226251,0,0.716,0.0462,1
6yOxL1xfPkv9Z9zvpNrMDU,4,0.806,0.00438,0.567,120.02,0.0,-5.656,0.0427,182658,11,0.644,0.0425,0
1jjthaUpATAKHlCY4T5Kj2,4,0.616,0.0387,0.804,115.075,0.0,-3.259,0.398,183360,6,0.7,0.0564,1
1jyN2jROkI3dR6UbnkDPrp,4,0.587,0.133,0.722,81.973,0.00322,-8.332,0.133,198840,7,0.294,0.0574,1
3kb38wezoUA8ki5jPYy3t5,4,0.597,0.00345,0.786,99.888,0.0,-4.248,0.0909,238973,5,0.666,0.0419,1
6Fn7on22IiSxsCzSps3eQo,4,0.662,0.0787,0.56,99.09,0.000144,-7.291,0.202,113467,11,0.393,0.0389,1
42UaTVeWaNaME7ttu61ykG,4,0.63,0.00474,0.942,101.996,0.000744,-3.195,0.326,248517,2,0.543,0.0485,1
6bLU8e0LGyztE9iD5DWBQ1,4,0.549,0.457,0.653,121.348,0.0,-7.47,0.0969,187173,0,0.287,0.0503,1
79vEv8zqy9tLYsTxxkXHXq,4,0.717,0.755,0.51,142.01,0.105,-8.225,0.25,260149,6,0.831,0.0462,1
62tGzw9OJOwDcjPBnMPCuj,4,0.602,0.0921,0.835,97.992,6.43e-05,-4.573,0.138,327218,10,0.496,0.0413,0
6G1Mz5yMgn0ydOlIvTrZ65,4,0.554,0.526,0.38,118.925,0.0,-10.666,0.213,213754,9,0.284,0.0314,1
2TktkzfozZifbQhXjT6I33,3,0.697,0.598,0.336,82.029,0.00528,-10.395,0.107,216680,9,0.31,0.0424,1
0ReAOLM3cKp3OQktV32ruJ,4,0.637,0.18,0.758,112.998,2.18e-05,-7.845,0.11,169646,1,0.601,0.0303,0
5L1WMbYfNFkmlyG407ke6S,4,0.599,0.648,0.854,139.995,0.0,0.829,0.098,142286,4,0.449,0.0373,0
6K4t31amVTZDgR3sKmwUJJ,4,0.64,0.0115,0.74,116.879,0.00678,-4.083,0.167,216320,4,0.785,0.0284,1
5Az8KU81g2aLBbJN67F2CI,4,0.466,0.000501,0.763,154.914,0.0,-4.448,0.0973,244693,0,0.293,0.0318,1
0awZwmlC6pxH65KTZpadmX,4,0.45,0.388,0.794,143.861,0.0,-5.015,0.303,251906,4,0.362,0.0538,1
5ShMDjPL7vYhhdyGGppXm9,4,0.421,0.442,0.445,114.882,4.7e-05,-7.763,0.124,189440,3,0.272,0.0627,1
2SXx7Ofa79CeJfio98aJcG,4,0.546,0.35,0.599,90.0,0.0686,-6.442,0.256,243947,7,0.331,0.0286,0
11xCgS8k2RSzgngwkOqJV6,4,0.762,0.137,0.564,106.015,0.00229,-6.504,0.291,221092,7,0.485,0.0353,0
1WcVAZYGMKdd2cqeDpuDGI,4,0.612,0.384,0.684,140.985,0.0235,-6.801,0.213,163051,0,0.697,0.0316,0
1K1KcmJgKaeqnsisQnhyE1,4,0.758,0.143,0.655,128.019,0.0,-7.226,0.158,143841,5,0.972,0.0305,1
1gk3FhAV07q9Jg77UxnVjX,4,0.487,0.736,0.369,183.114,3.75e-05,-13.424,0.0925,289307,11,0.106,0.0406,0
1HMQmOWrkieKYWlFsjUP3D,4,0.591,0.882,0.416,96.003,0.000641,-9.794,0.112,210080,1,0.415,0.0246,1
7nzsY8vlnKdvGOEE0rjAXZ,4,0.579,0.0202,0.558,179.949,1.26e-06,-6.986,0.212,207357,2,0.506,0.0895,1
6w8pFOKn42O418qwcQElZ3,4,0.518,0.183,0.729,156.879,0.0,-7.193,0.0643,240013,11,0.343,0.0452,0
3lHh76erVVIK364LN7KBRr,4,0.574,0.00117,0.807,134.972,0.0,-5.319,0.127,183852,5,0.656,0.0348,0
4syzriQO4gEZR61pU5FBFd,4,0.635,0.052,0.619,87.984,0.00016,-7.22,0.118,241928,9,0.277,0.0474,0
6acDlNeA06MCVCzsTVGr9V,4,0.743,0.0998,0.659,114.033,0.00028,-6.755,0.0622,255160,10,0.804,0.0343,1
4JAFlkYkNy1MM6zOqRbiGp,4,0.466,0.0187,0.404,89.955,0.0494,-7.789,0.085,212093,11,0.235,0.0271,1
5VfEuwErhx6X4eaPbyBfyu,4,0.617,0.459,0.778,100.363,0.925,-8.872,0.128,127920,9,0.152,0.027,0
3USxtqRwSYz57Ewm6wWRMp,4,0.761,0.44,0.525,80.87,6.7e-06,-6.9,0.0921,238805,11,0.531,0.0944,1
4KH9g027K949LR2xkjC4jk,4,0.619,0.446,0.735,114.005,0.000972,-9.381,0.489,203368,0,0.64,0.0281,1
0O5q2h0kfQD6PixL7rCHuL,4,0.321,0.00856,0.901,165.886,8.8e-06,-4.441,0.59,185277,4,0.415,0.093,1
2NC0JdCc2XgrNa0ipNOfML,4,0.454,0.0063,0.764,173.081,0.0181,-8.857,0.343,152998,7,0.212,0.0388,1
2Ug0yCvg19wxkpwALYWzHi,4,0.713,0.159,0.686,117.99,0.344,-9.894,0.241,196708,7,0.409,0.329,1
1y3NV3N99VoSP4crdkbog7,4,0.732,0.0357,0.666,105.043,0.0,-8.791,0.101,170789,8,0.37,0.0315,1
0QQIhT6PtJ5glyn4HKNKQ6,4,0.466,0.626,0.496,74.747,6.22e-06,-6.606,0.117,269893,1,0.352,0.0302,1
1LPGwuFgIzbJoShfDdw7MY,4,0.648,0.129,0.718,96.017,0.00156,-7.765,0.112,230693,9,0.785,0.0298,0
0pdKRp2sUthTPe7RLWpPqQ,4,0.713,0.841,0.452,102.963,0.0038,-9.638,0.105,218883,1,0.235,0.0295,1
4AewKenHXKBt643p473xCk,4,0.542,0.0226,0.867,134.984,0.00347,-5.26,0.116,260987,6,0.326,0.0813,0
25HgUJf69zb3K7TJw7LGCQ,4,0.565,0.00491,0.898,97.021,0.00296,-5.055,0.254,196317,0,0.864,0.0412,1
7eZyj92v6bZsoQ85MxWZsO,4,0.633,0.0401,0.831,127.397,0.693,-5.053,0.117,354360,4,0.243,0.0461,1
3f7OyfSoDbQC0LRDQiytPp,4,0.495,0.0025,0.931,104.05,0.0819,-5.336,0.246,244293,2,0.617,0.0469,0
6zQyu8L8yUuJkl6LbQ6iKU,4,0.616,0.0521,0.88,94.011,0.000717,-3.59,0.0539,182518,1,0.751,0.042,1
0HVyE6s3q5D90yurTKSU2k,4,0.621,0.174,0.83,157.083,4.48e-06,-4.955,0.0999,216775,6,0.837,0.035,0
7FpD6W73sZuEEp4dNRCwy9,4,0.764,0.241,0.567,122.513,0.369,-7.493,0.324,277987,6,0.412,0.0577,1
1xJ8RjDucztPOKB0ek95tf,4,0.578,0.00849,0.37,96.243,0.00937,-13.379,0.131,237560,6,0.0635,0.0506,0
6PsqixVNSE6N4WamoMFISK,4,0.498,0.00744,0.702,104.969,7.17e-05,-6.741,0.112,125830,8,0.404,0.0273,1
03tXFHO65orOSnHlEDf0JK,4,0.496,0.00282,0.582,179.954,0.229,-9.05,0.0807,225902,4,0.421,0.0259,1
0eZmBWVC1HYayrP2fqQ7nu,4,0.79,0.287,0.744,123.984,0.000934,-7.033,0.0909,174348,9,0.798,0.0294,0
67YPjbcxUypwNOwYBZquq1,4,0.593,0.00289,0.697,170.0,0.0257,-5.416,0.14,230960,7,0.428,0.0399,1
5ngcqrs4Xq915GUqNtNNr5,4,0.671,0.391,0.463,85.002,0.0,-8.534,0.162,208533,11,0.347,0.0439,1
6lFUdRItQEsEuD7dSINL47,4,0.54,0.0765,0.661,90.012,0.0,-5.534,0.125,231107,3,0.506,0.0381,0
4wJ2mw9b5hTZTKTtbLKDJZ,4,0.506,0.00168,0.919,105.0,0.0779,-6.463,0.121,293960,4,0.232,0.0436,1
7j4xf3LLFtAupXBAxgIde2,4,0.62,0.149,0.689,156.042,0.0,-4.572,0.0849,172280,8,0.808,0.217,0
0Z250T6pdgYBawnGvmAY13,4,0.575,0.0518,0.823,146.072,2.14e-05,-4.988,0.338,198413,10,0.872,0.0318,1
2Eb2TKNAaE15Fqd4A3MFWU,4,0.511,0.144,0.747,95.034,0.0,-5.551,0.232,179202,0,0.477,0.042,1
4yUZPM6OfAY1KJik9rsveW,4,0.738,0.248,0.517,96.037,2.27e-05,-5.82,0.468,158947,8,0.772,0.0321,0
1B10XgaxSXRLAFq967oMpF,4,0.34,0.245,0.523,174.705,1.07e-05,-5.81,0.108,190280,5,0.226,0.0265,1
5EdmaSUzXzlOcCc44Jo206,4,0.388,0.668,0.449,180.181,0.0,-9.114,0.214,141333,1,0.262,0.236,1
7EUhSxz4srS8pqh1cENbLB,4,0.512,0.636,0.454,148.012,0.209,-11.993,0.106,261869,6,0.27,0.0325,0
6ubPFMzlIg73d1jzzWcC8B,4,0.539,0.0089,0.788,159.986,0.0,-3.227,0.29,196173,9,0.357,0.0396,0
5wLhOIYBr7i5k8MPaXJYjh,4,0.648,0.196,0.7,92.002,0.00244,-6.253,0.121,226884,0,0.929,0.0251,1
4kK14radw0XfwxJDPt9tnP,4,0.726,0.277,0.861,91.966,4.12e-06,-5.167,0.0534,243413,6,0.711,0.0695,1
4CaM2lWgvmWLIBDOkJCD7p,4,0.811,0.139,0.607,124.494,0.00159,-8.494,0.104,185120,9,0.809,0.0383,0
1tYOB844iD7HxHvPtwDPNu,4,0.532,0.816,0.392,151.879,0.0,-7.502,0.122,185947,10,0.352,0.0289,1
4xmv6NGg9arNPmANOa4cjq,4,0.359,0.0242,0.622,113.852,0.0654,-7.476,0.223,221040,11,0.398,0.0444,0
61YcJKRn2y1si5jGc7LUIN,4,0.518,0.000241,0.895,127.965,5.28e-05,-4.735,0.0702,244907,1,0.278,0.0459,0
01WnKRbZWhZaiF5YfOVJoz,4,0.27,0.0502,0.683,141.437,0.00206,-5.523,0.14,202653,11,0.249,0.0357,1
0dApI39mMqaXSbSsq4J7kI,4,0.464,0.117,0.839,168.135,8.63e-05,-3.558,0.085,205045,0,0.221,0.0388,1
59yTEzjOYeugvF9WKAvONs,4,0.449,0.199,0.481,117.407,0.0446,-6.999,0.0746,272681,6,0.212,0.0432,1
1erXDiGCnmUQvG6DZRqpuM,4,0.576,0.122,0.697,95.974,0.188,-8.011,0.117,223520,1,0.701,0.0351,1
3a94TbZOxhkI9xuNwYL53b,4,0.417,0.0267,0.682,105.542,0.000669,-5.071,0.109,232412,1,0.351,0.0295,1
2nO1DYEg1X5GHi8SSuNJQj,4,0.488,0.0263,0.624,116.723,0.00223,-8.357,0.122,210133,9,0.308,0.0329,1
4jYt1pQqg2mIZmY4FWCZEM,4,0.665,0.247,0.684,73.986,0.0,-7.049,0.0636,149538,11,0.927,0.106,0
4KwvTXx3yR0FA4LGfxD4xP,4,0.677,0.0376,0.645,82.017,0.0693,-5.917,0.105,308067,10,0.765,0.0312,1
3EMovq7Gu8VH9Z86wEVVHn,4,0.592,0.0637,0.746,162.018,0.176,-7.8,0.211,213516,3,0.369,0.0337,0
2HQY0sXTrBJCuxqJxbeMWB,4,0.372,0.896,0.247,181.763,0.00162,-12.633,0.082,159711,4,0.241,0.0336,1
2wlZIwHXloe802coeEhJ3T,4,0.479,0.204,0.521,78.096,0.382,-7.387,0.14,234891,0,0.198,0.0438,1
4d2jmClFslZKu3lbDFKgez,4,0.432,0.00311,0.901,144.916,0.877,-8.287,0.102,245387,10,0.636,0.0322,1
1mos63P1S2fnTT3j0PgTVO,4,0.647,0.224,0.807,104.923,8.97e-06,-6.18,0.153,128907,4,0.266,0.0565,0
7Cva2EgJougx6O6M5xgWAq,4,0.62,0.0741,0.773,157.991,0.000606,-8.324,0.158,226320,2,0.934,0.0382,1
5pqxLFVOwSS23rX0lobc86,4,0.669,0.0439,0.904,149.186,0.0,-3.001,0.0576,136325,2,0.728,0.108,0
2DHDuADAHoUW6n0z80RLQF,4,0.494,0.0754,0.652,137.018,0.00256,-5.863,0.125,241119,6,0.298,0.0314,0
61c96X4Th7oYdSDxIOEV3k,4,0.735,0.219,0.555,106.057,0.00492,-8.738,0.111,202695,5,0.346,0.094,0
5iHK8VI9XkJJdXQHCBXeM4,4,0.563,0.0146,0.857,79.979,0.00818,-3.454,0.0681,224987,2,0.422,0.0364,0
14KP6cmTImZmrcAC5m0Azd,4,0.75,0.202,0.365,89.981,0.0082,-6.741,0.122,237747,7,0.101,0.0372,1
3pJQY7UuX0DcE8pgLZhCjf,4,0.585,0.000686,0.556,142.144,0.000132,-5.075,0.151,231722,2,0.414,0.0274,1
1kpLFYELP9ZawXgUd8gr8v,4,0.421,0.0876,0.652,130.107,0.111,-7.038,0.0871,196239,11,0.407,0.0431,1
59Bpb4X8kW3W6AesikWFoi,3,0.577,0.196,0.771,100.01,0.0596,-5.92,0.196,232653,11,0.632,0.0263,1
26WlFnTlUSM5R0xg5p6epW,4,0.52,0.0412,0.827,101.99,0.0235,-7.225,0.0999,270000,10,0.411,0.0514,0
6pnD89Q888HUHhcwQUTky8,4,0.577,0.0904,0.583,80.002,0.0,-7.257,0.0937,180213,5,0.406,0.0433,0
5r1XMGZto3kRLwCHpUundp,4,0.642,0.14,0.56,144.088,0.0698,-8.825,0.0841,207787,5,0.607,0.0775,1
0BVZY0wh4lUICV71haiBR4,4,0.526,0.341,0.558,77.558,0.0381,-8.359,0.112,215853,5,0.557,0.0272,1
6nlA3j4n3KAY8AgEGmos2o,4,0.606,0.142,0.781,170.007,0.00803,-5.846,0.0734,230738,1,0.632,0.0703,1
0v55XuHDYNj4ELPzpRnNo0,3,0.468,0.29,0.362,140.031,0.00529,-10.704,0.128,315491,9,0.257,0.0262,1
5I2UElY0XPnPhQhBTxBcq3,4,0.701,0.357,0.463,139.941,0.00306,-7.212,0.073,313800,6,0.352,0.0416,0
4hg8D0wW7CXEUsc0fl9vnN,4,0.574,0.0211,0.746,133.032,0.000136,-4.782,0.108,231593,4,0.261,0.0302,1
6wZ9pIuOLgKEkFDi5s1mPH,3,0.428,0.376,0.397,80.3,0.0462,-10.273,0.175,181627,7,0.449,0.0973,1
2U6hcDLZHYRSd9Up0mMe9W,4,0.714,0.656,0.555,102.971,0.000289,-7.55,0.11,205130,6,0.329,0.0459,0
4jqxfm3BEhHPJ4awPsQ3Sl,4,0.661,0.0612,0.853,120.003,6.96e-05,-6.349,0.265,202219,0,0.82,0.035,1
5YOOWsO48mJ1yQEaPrMyAl,4,0.553,0.209,0.806,106.434,0.0112,-4.149,0.0942,148280,10,0.359,0.039,1
0uVrbmcAomoohVaFnBSRid,4,0.666,0.815,0.252,127.451,0.364,-13.969,0.111,155000,2,0.646,0.0425,1
5f20q1GsH6sr5tD91jgbyP,4,0.511,0.0104,0.766,160.866,0.00479,-3.178,0.39,159129,4,0.603,0.074,1
16DgQG7hAb6S7Bb783rRro,4,0.471,0.0191,0.863,184.107,2.05e-06,-4.919,0.235,183693,5,0.69,0.0568,1
0auccbirOSgf38celsAEJA,4,0.381,0.856,0.386,81.049,0.0,-8.301,0.152,157547,8,0.326,0.0561,1
6KPjAsDsH425JhWiHAWHOK,4,0.628,0.214,0.906,159.421,0.0,-5.619,0.96,333280,2,0.778,0.313,1
4sNG6zQBmtq7M8aeeKJRMQ,4,0.687,0.0941,0.617,121.079,1.27e-05,-5.213,0.0898,252307,4,0.665,0.0287,1
4CaM2lWgvmWLIBDOkJCD7p,4,0.811,0.139,0.607,124.494,0.00159,-8.494,0.104,185120,9,0.809,0.0383,0
0mflMxspEfB0VbI1kyLiAv,4,0.662,0.782,0.488,117.913,0.0,-6.894,0.102,182347,9,0.817,0.0682,1
6K4t31amVTZDgR3sKmwUJJ,4,0.64,0.0115,0.74,116.879,0.00678,-4.083,0.167,216320,4,0.785,0.0284,1
51Lf3l6wx008NdBxCQnD6B,4,0.57,0.0598,0.804,87.533,8.96e-05,-6.782,0.187,199233,11,0.624,0.0701,1
09DR0sHnQUhHOiSNttc1mv,4,0.508,0.00261,0.797,126.982,7.56e-06,-5.854,0.0916,234933,1,0.361,0.0411,1
5ShMDjPL7vYhhdyGGppXm9,4,0.421,0.442,0.445,114.882,4.7e-05,-7.763,0.124,189440,3,0.272,0.0627,1
0ToG55iJZCOzZkcpWbXxpW,4,0.636,0.287,0.572,131.272,0.0,-7.797,0.0878,192128,9,0.66,0.0913,1
35d93v9AXADp8Wc0qJ3mIo,4,0.563,0.0363,0.908,127.969,3.14e-05,-5.318,0.571,245225,1,0.524,0.034,0
3urh371tmIWyKiK5D7emx1,4,0.242,0.0566,0.847,179.781,0.0,-2.25,0.0987,259200,4,0.422,0.0473,1
2SrTIQZs2Dzv9WC538a8xM,4,0.745,0.301,0.692,99.053,0.00056,-6.563,0.303,228553,4,0.896,0.0261,0
4B4vB3oB8csotplfoQcAd6,4,0.52,0.0234,0.496,138.81,2.05e-05,-8.121,0.0905,247002,5,0.496,0.0271,1
2OLaeJRrRjFgLfTsccnzlM,3,0.297,0.399,0.839,152.997,0.0,-4.448,0.0965,268653,7,0.303,0.0848,1
5rF6YUIlgiat22OT1lWspJ,4,0.48,0.00438,0.87,161.953,0.00603,-4.792,0.0826,297933,1,0.584,0.0362,1
0ULXAD5RFh0ac0rrIRutLD,4,0.561,4.47e-05,0.849,130.007,0.0126,-6.625,0.314,200547,6,0.553,0.0518,0
2LflS98n1TRQb0Fcj1910h,4,0.532,0.153,0.784,94.022,3.33e-05,-4.222,0.121,287000,7,0.523,0.255,0
5zMxLq47V3Gr0LlFvxiFXS,4,0.476,0.0176,0.411,89.307,0.0464,-7.731,0.0856,212093,11,0.264,0.0264,1
6xG16hC00oaRLRIY28PnGr,4,0.564,0.0351,0.946,148.158,0.00253,-6.078,0.641,220961,11,0.956,0.0316,1
1MHYAqWWdDRePmnqORynrq,4,0.489,0.000369,0.892,137.93,0.00293,-4.757,0.411,160886,11,0.598,0.0786,0
6LKvzEJQTIm2RrWAMPwQH6,4,0.456,0.902,0.207,99.399,0.0,-11.655,0.105,217873,6,0.333,0.041,1
1trQf7Ly3FwPJByDs5c0fX,4,0.469,0.134,0.899,152.67,2.38e-06,-6.888,0.104,210242,9,0.594,0.0517,1
6G1Mz5yMgn0ydOlIvTrZ65,4,0.554,0.526,0.38,118.925,0.0,-10.666,0.213,213754,9,0.284,0.0314,1
35Z7oHhfYZJ5KTAG87nWPb,4,0.54,0.118,0.747,168.013,0.0129,-5.784,0.096,192135,11,0.757,0.0657,1
2SGkIE5YRgm8znklaCArE4,4,0.387,0.00135,0.759,84.744,0.00198,-5.933,0.106,273027,6,0.381,0.0295,0
0nys6GusuHnjSYLW0PYYb7,4,0.684,0.00135,0.749,160.021,0.111,-6.565,0.141,196905,7,0.935,0.06,1
2VxHh66fLYCJgKVOs56AY5,4,0.735,0.127,0.706,118.085,0.267,-8.091,0.0873,209760,7,0.788,0.0299,1
7IH898LJRwuh0m2x29N0fm,4,0.493,0.00118,0.935,94.964,0.0,-4.133,0.225,203853,1,0.774,0.0294,1
47cNDW1xyM03mT2kseO41a,4,0.566,0.0945,0.663,91.108,0.294,-9.068,0.0915,298760,8,0.762,0.0278,1
42oq4KDYcBwAHpEkV3PuWc,4,0.353,0.0589,0.851,117.069,0.000636,-5.068,0.325,174627,9,0.241,0.0756,1
35PUhhwZL4HhmuqgOeFcfg,4,0.635,0.000821,0.849,119.994,0.618,-5.33,0.193,250053,5,0.708,0.0346,1
2NbS9E0ZZKAMJAppj8P53N,4,0.523,0.295,0.555,99.641,0.000859,-7.761,0.0812,303173,8,0.715,0.0776,1
1sEDn0QkcjWGVoti0Da4kA,4,0.737,0.0598,0.543,112.017,0.00993,-10.403,0.103,265667,8,0.255,0.0374,1
0Z250T6pdgYBawnGvmAY13,4,0.575,0.0518,0.823,146.072,2.14e-05,-4.988,0.338,198413,10,0.872,0.0318,1
23azGRczkSa6JF9JKKiBh2,4,0.666,0.0317,0.657,92.747,0.819,-8.726,0.0981,364600,1,0.434,0.0318,1
5hqTZiZ6Kj3QOvhhr27W3L,4,0.511,0.144,0.747,95.034,0.0,-5.551,0.232,179202,0,0.477,0.042,1
7H7SHw3YWXhb4zYqyoPNa1,4,0.465,0.00777,0.696,174.806,0.00196,-6.233,0.142,234858,10,0.0494,0.0363,0
1edvYQ0aAfKBNE2ogtgwa8,4,0.613,0.122,0.793,117.922,1.71e-05,-4.942,0.1,200322,2,0.248,0.0357,1
7iqQK2bzlcVePuTbfw7zEd,4,0.505,0.0101,0.957,140.03,0.000197,-4.77,0.174,225613,6,0.73,0.0482,0
1jyN2jROkI3dR6UbnkDPrp,4,0.587,0.133,0.722,81.973,0.00322,-8.332,0.133,198840,7,0.294,0.0574,1
0QFGZqqB1KDpOtyL3vXMXo,4,0.516,0.0324,0.635,150.067,0.00187,-8.024,0.0674,195107,3,0.704,0.0347,1
63JU4kHsgytIKkSM4tedme,4,0.409,0.00435,0.969,166.02,0.000124,-2.423,0.0602,216860,1,0.5,0.0706,0
2QYmaiPbbXxXMBrvWj34m0,4,0.576,0.0122,0.799,126.985,0.18,-5.879,0.298,238360,2,0.794,0.032,1
3xKsGYkJKy0bbQuUHRYrei,4,0.419,0.000326,0.969,159.989,0.000674,-4.172,0.0927,272667,5,0.51,0.0979,1
02bJ6uGeHKfNOhIc9qyA8e,4,0.68,0.017,0.639,106.991,5.09e-06,-6.233,0.0398,164867,5,0.957,0.0278,0
6xVd8klTvL6ZRovgIhIs98,4,0.489,0.331,0.816,74.017,0.148,-7.681,0.0876,177366,7,0.64,0.0338,0
5LgguaX9k42ruNIHNZA6Re,4,0.566,0.0269,0.751,118.022,2.41e-06,-4.995,0.0987,213187,5,0.118,0.0357,1
7l987hjMH9FBNXBE93Hrs7,4,0.573,0.759,0.507,123.183,1.37e-06,-8.084,0.377,172800,11,0.363,0.0342,1
6FLkXWDTvUc36qYYRhm4jg,4,0.831,0.106,0.69,120.143,0.00226,-7.339,0.0973,194813,5,0.701,0.028,1
0ll3IRoSlJ461DTxW4Z7vc,4,0.482,0.0627,0.547,95.98,0.456,-5.654,0.277,203609,4,0.274,0.028,1
1YYK8zYkBKxVaANQ7CkgYu,4,0.506,6.05e-05,0.967,95.354,0.195,-4.464,0.0921,183467,1,0.592,0.0635,0
05uhED0miR9OJYPalPi7tx,4,0.647,0.0394,0.701,97.003,0.000142,-8.043,0.0765,193277,4,0.813,0.0375,1
1VSngtLdJhrlfHkLxTyOXK,4,0.73,0.142,0.445,105.976,0.00109,-8.376,0.107,280131,6,0.075,0.0446,0
4WYVA9t70fpESE1mychdZL,4,0.571,0.00278,0.775,99.902,0.59,-7.83,0.182,239147,6,0.515,0.0273,1
24TzmWrz2HHWV3UO5PlvNb,1,0.51,0.00638,0.895,157.57,8.49e-05,-4.313,0.135,208253,1,0.418,0.059,0
3i3LMvWC04mFEdiFJfqPfH,4,0.288,0.156,0.764,160.063,0.0062,-3.939,0.111,233164,5,0.32,0.0368,0
5Uou8idst1XJc0F6MRAk5S,4,0.476,0.00327,0.867,110.026,3.42e-06,-3.982,0.0962,327547,5,0.466,0.037,1
7qBXFdv7Q6FMWhsHt2OawM,4,0.473,1.5e-05,0.81,122.942,0.0545,-4.559,0.335,260347,7,0.47,0.0358,0
2wlZIwHXloe802coeEhJ3T,4,0.479,0.204,0.521,78.096,0.382,-7.387,0.14,234891,0,0.198,0.0438,1
03gx5xXMcfEK7ZnOHsjvJL,4,0.265,0.00699,0.79,136.075,0.0,-3.702,0.0523,205293,7,0.248,0.0366,1
3ycnLH0vm7D9K2QHA4cAnq,4,0.67,0.00937,0.95,109.433,0.0,-4.296,0.159,262067,11,0.777,0.0492,1
3HFvMIvCBNGkypFCQUHjyV,4,0.579,0.0265,0.846,98.019,0.0,-3.929,0.0418,167288,0,0.612,0.0329,0
2ElpiEF3br7tvd5TYWYKHg,4,0.597,0.00259,0.876,165.845,1.36e-05,-3.045,0.121,143713,9,0.712,0.147,1
4gP55KOAwtv0qGuKq4YjLA,4,0.478,0.028,0.609,168.088,0.000539,-7.495,0.115,220533,2,0.236,0.0551,1
4BbM3Hp1yzGkFsMPF7DfZs,3,0.373,0.254,0.599,173.243,0.000197,-6.834,0.107,207294,7,0.623,0.0407,1
7Cva2EgJougx6O6M5xgWAq,4,0.62,0.0741,0.773,157.991,0.000606,-8.324,0.158,226320,2,0.934,0.0382,1
5pbvXAfrjtRwfwcKGPAZma,4,0.483,0.0139,0.801,106.907,0.00303,-5.574,0.119,253320,1,0.19,0.039,1
2B9sTgrTUR2Cg9o8e1GT9w,4,0.531,0.00021,0.735,117.005,0.0,-5.405,0.0578,154099,1,0.439,0.0305,1
4vjB69VckVUeu0GzAxoZRm,4,0.321,0.00427,0.862,178.995,0.000272,-5.713,0.319,243541,11,0.427,0.0686,0
177wGtLGKq5S8FqcagPDj6,4,0.502,0.00662,0.913,144.631,0.0,-3.949,0.0865,211856,5,0.438,0.0953,1
2f0uekb8fxtGo8eRGFVM2B,4,0.551,0.00433,0.96,158.03,0.000408,-4.124,0.171,172000,5,0.791,0.0472,0
34sBbI3HeC0btxlxDlQgs7,4,0.671,0.25,0.604,126.009,0.000123,-5.62,0.15,234286,1,0.304,0.0329,1
3KNa3a7r6bw3SGI27Syuxn,4,0.258,0.0368,0.814,59.021,0.0,-4.592,0.0898,218827,8,0.311,0.127,1
2xqGobDCp2jpQn8cD1sUak,4,0.617,0.00223,0.87,172.938,0.0321,-6.777,0.0977,163481,9,0.734,0.039,1
5r1XMGZto3kRLwCHpUundp,4,0.642,0.14,0.56,144.088,0.0698,-8.825,0.0841,207787,5,0.607,0.0775,1
0ttHpMs250dpFkCYAnuhnE,4,0.615,0.000372,0.657,109.95,0.0204,-6.873,0.132,185093,7,0.792,0.029,1
0Sm3zpAqwYVIMULTJIZSGx,4,0.455,0.0333,0.915,143.065,0.0,-3.615,0.124,238000,6,0.471,0.0703,1
19nEbLE6eLXatpuMw3rdtM,4,0.683,0.34,0.611,105.26,0.00115,-6.416,0.0834,296907,8,0.598,0.0307,1
55meRTYBw8S5q7KF3DkjL7,4,0.394,0.00863,0.833,145.082,0.811,-5.18,0.109,250961,0,0.362,0.042,1
09rfu2MDFDESVeAMlKMaCf,4,0.591,0.331,0.626,134.031,0.00149,-8.247,0.118,213907,4,0.65,0.037,1
47t8l6TmVhY1QZBveAEcWR,4,0.607,0.00146,0.668,110.019,0.298,-8.174,0.0887,256336,2,0.375,0.0259,1
5gTCp2dIRTLgJ8ZZllw0bR,3,0.553,0.83,0.356,125.677,0.31,-9.022,0.14,217464,7,0.382,0.0282,1
1ksVGMm8GlcSWFie5mYPcI,4,0.616,0.0531,0.885,147.001,0.0,-5.149,0.524,178880,5,0.786,0.0505,1
01eqfDvkAeItZ8NJNc6f6v,4,0.531,0.0218,0.84,178.165,0.0561,-5.737,0.105,222093,2,0.573,0.115,1
29BYcl5IptV6B5jfJRNq4o,3,0.575,0.193,0.42,117.943,0.0,-8.264,0.108,257907,5,0.117,0.0299,1
7mEkQOIF0GtCWD4ch2EIjW,4,0.59,0.0692,0.836,137.422,0.0916,-4.968,0.0858,284597,9,0.54,0.0522,1
4QsXlCYFMNpVUzSR9UwWup,4,0.56,0.000104,0.661,105.415,0.218,-6.709,0.084,237704,9,0.698,0.0243,1
3HQYZhbq8hhVxof8H5nqVF,4,0.442,0.00115,0.655,150.075,0.0178,-7.287,0.121,208147,9,0.326,0.0283,1
2DaEFCMaprAH4vZmzQYaxc,4,0.497,0.0293,0.718,127.503,1.85e-05,-4.701,0.642,217067,5,0.712,0.104,0
2lHavDhFoVwqspUakBUCZe,4,0.667,0.483,0.531,76.0,0.000253,-9.287,0.0974,208007,8,0.664,0.0281,1
